0 1 2 3 4
75 88 1 7 0
58 67 9 3 0
88 59 9 5 0
9 46 2 3 0
95 17 9 6 0
73 33 8 7 0
22 18 7 6 0
62 11 6 1 0
3 83 3 9 0
75 15 6 2 0
18 60 2 1 0
89 36 6 4 0
39 5 0 9 0
32 73 1 6 0
43 47 9 8 0
67 95 0 6 0
84 35 7 9 0
59 19 9 7 0
59 4 7 9 0
26 82 9 1 0
8 53 6 5 0
94 73 5 4 0
77 33 1 5 0
56 81 0 8 0
65 97 3 0 0
24 38 3 9 0
32 31 8 5 0
21 41 6 3 0
51 1 9 6 0
86 30 7 9 0
54 67 1 4 0
52 11 1 1 0
8 54 7 8 0
38 51 2 0 0
91 55 0 4 0
65 63 2 7 0
93 31 6 3 0
93 66 9 1 0
33 81 6 6 0
6 8 4 0 0
97 38 3 6 0
9 36 2 8 0
77 9 1 2 0
18 83 1 3 0
94 5 1 9 0
77 4 7 6 0
29 91 7 4 0
10 8 3 9 0
39 80 5 1 0
34 63 3 5 0
0 28 1 9 0
10 88 1 0 0
90 36 8 5 0
5 80 5 0 0
81 20 2 4 0
26 33 5 3 0
50 65 1 4 0
52 90 2 6 0
44 94 3 0 0
45 34 4 2 0
21 31 4 8 0
90 21 8 2 0
59 1 7 4 0
1 98 2 5 0
13 36 7 8 0
54 1 6 7 0
88 13 2 4 0
19 25 4 6 0
18 46 8 9 0
51 57 3 7 0
6 47 4 0 0
59 51 0 2 0
99 41 1 1 0
63 4 6 7 0
40 66 6 4 0
87 47 7 4 0
75 78 0 2 0
17 45 1 0 0
76 16 0 3 0
98 43 9 5 0
27 40 4 8 0
7 90 6 7 0
92 1 9 3 0
56 52 9 1 0
24 17 7 9 0
61 99 3 1 0
81 93 8 9 0
51 58 7 0 0
24 41 2 2 0
36 40 5 6 0
33 10 6 2 0
35 64 5 8 0
36 9 0 0 0
34 81 0 8 0
88 53 0 2 0
28 67 7 8 0
96 23 2 7 0
75 1 9 9 0
85 88 3 1 0
84 60 5 0 0
66 38 5 7 0
33 11 2 0 0
39 61 9 4 0
43 76 8 3 0
82 94 5 6 0
84 60 9 0 0
71 95 4 5 0
26 60 3 2 0
73 61 0 0 0
88 99 3 0 0
91 95 0 0 0
78 88 3 7 0
43 62 0 1 0
97 35 1 2 0
13 46 2 5 0
18 35 0 6 0
9 22 6 2 0
88 59 4 0 0
21 18 8 9 0
91 29 3 0 0
73 42 0 2 0
87 52 6 7 0
32 23 1 8 0
9 22 8 0 0
23 12 4 1 0
44 38 3 1 0
70 6 4 1 0
69 85 2 1 0
18 24 0 4 0
90 5 5 1 0
26 74 9 4 0
55 86 9 3 0
17 37 4 0 0
40 2 9 8 0
47 52 4 5 0
34 73 6 7 0
36 62 8 9 0
85 80 8 1 0
19 21 5 2 0
26 16 1 5 0
44 93 5 5 0
5 38 2 9 0
38 26 0 9 0
20 49 5 2 0
8 69 6 4 0
10 13 9 4 0
14 2 6 5 0
84 73 3 9 0
79 55 8 4 0
89 64 5 6 0
88 68 3 5 0
21 35 8 7 0
60 0 5 9 0
93 85 8 4 0
77 66 2 1 0
47 53 6 0 0
38 70 1 4 0
71 97 4 7 0
91 89 5 8 0
72 70 0 4 0
78 88 6 9 0
94 65 8 9 0
76 84 9 2 0
36 52 1 6 0
8 4 7 4 0
48 93 7 7 0
30 1 7 8 0
67 16 7 0 0
23 41 8 2 0
46 70 3 7 0
1 65 6 4 0
81 58 6 2 0
93 6 0 3 0
50 52 7 9 0
31 55 6 7 0
61 36 1 4 0
0 30 9 8 0
87 26 1 8 0
19 1 8 3 0
7 51 4 6 0
64 24 2 3 0
22 5 4 5 0
23 37 6 2 0
89 63 5 8 0
10 40 8 3 0
84 9 3 6 0
97 81 0 6 0
23 96 8 8 0
41 2 5 3 0
47 92 1 8 0
55 45 1 2 0
30 14 9 6 0
19 61 7 6 0
53 76 7 3 0
54 25 4 2 0
31 24 6 6 0
33 59 5 7 0
24 52 8 1 0
49 57 9 0 0
89 73 0 1 0
59 11 4 2 0
45 50 5 1 0
18 95 5 1 0
21 57 8 0 0
1 95 8 9 0
4 71 9 2 0
9 25 9 0 0
69 48 2 7 0
79 84 6 0 0
33 65 3 1 0
42 28 4 3 0
60 68 1 9 0
43 0 3 1 0
11 38 2 2 0
10 95 2 5 0
51 37 8 7 0
77 53 7 4 0
57 24 9 7 0
85 55 7 0 0
65 67 6 7 0
60 7 4 0 0
17 68 6 1 0
40 93 8 1 0
44 67 0 4 0
38 75 6 3 0
51 97 2 9 0
46 92 9 6 0
18 5 0 5 0
45 25 4 0 0
67 30 9 9 0
81 21 1 1 0
35 45 8 0 0
71 13 6 3 0
72 26 0 0 0
86 22 9 5 0
68 85 5 0 0
89 36 0 1 0
10 37 7 8 0
76 14 2 4 0
61 6 1 3 0
58 87 6 9 0
52 47 4 8 0
63 3 2 0 0
58 71 3 3 0
2 11 1 2 0
39 15 1 7 0
10 52 1 1 0
32 91 2 8 0
83 24 3 8 0
94 51 3 7 0
25 5 5 0 0
95 96 0 3 0
13 64 0 7 0
51 54 5 8 0
71 7 1 9 0
74 14 7 2 0
45 83 9 0 0
85 28 6 0 0
64 8 6 4 0
67 42 9 8 0
13 10 3 3 0
59 75 7 7 0
54 38 1 3 0
14 53 9 3 0
38 38 8 1 0
88 93 6 3 0
66 40 9 1 0
74 33 0 0 0
20 81 0 5 0
77 51 6 6 0
32 17 8 7 0
95 65 8 2 0
82 50 3 6 0
79 9 5 5 0
5 98 3 6 0
60 20 4 1 0
70 83 2 4 0
15 53 3 9 0
1 8 3 1 0
5 94 0 7 0
63 26 5 7 0
43 70 9 6 0
75 36 7 5 0
67 85 6 3 0
48 92 0 0 0
67 16 1 1 0
44 60 2 4 0
54 38 5 2 0
62 80 2 6 0
38 6 1 2 0
28 84 3 3 0
97 13 2 7 0
73 60 4 7 0
81 8 0 2 0
66 26 5 7 0
57 67 4 9 0
26 68 0 9 0
11 25 0 4 0
78 61 6 9 0
15 76 6 0 0
39 46 5 9 0
77 77 3 8 0
3 22 6 7 0
29 21 0 2 0
25 77 4 6 0
76 12 6 4 0
20 32 7 3 0
34 87 6 5 0
51 82 4 2 0
4 81 6 4 0
87 38 2 5 0
72 51 0 9 0
73 82 1 8 0
19 56 5 9 0
3 76 6 2 0
25 47 3 6 0
5 10 5 4 0
27 8 1 6 0
42 9 5 9 0
59 5 6 7 0
80 35 3 1 0
25 22 1 2 0
77 26 9 4 0
32 59 6 6 0
8 14 9 9 0
29 63 9 2 0
74 61 9 4 0
27 33 8 3 0
85 24 1 8 0
7 61 6 6 0
73 73 2 6 0
51 93 5 3 0
24 15 1 3 0
11 9 2 3 0
43 15 1 1 0
58 13 4 7 0
70 92 6 1 0
61 98 7 5 0
18 83 3 2 0
55 17 3 9 0
57 5 4 7 0
14 83 8 6 0
22 4 4 8 0
44 76 8 5 0
18 81 3 3 0
67 55 3 2 0
16 71 4 6 0
55 4 9 2 0
64 16 7 7 0
86 98 7 4 0
35 1 9 6 0
87 75 0 8 0
44 73 2 1 0
63 54 1 9 0
73 1 8 4 0
84 78 8 0 0
35 4 6 2 0
7 40 1 2 0
93 68 8 6 0
17 77 5 2 0
91 42 0 5 0
38 32 1 6 0
98 29 5 1 0
3 26 2 1 0
59 80 2 2 0
26 25 1 0 0
81 73 8 3 0
23 55 1 5 0
24 89 0 2 0
73 53 2 4 0
75 77 0 2 0
96 92 6 0 0
36 5 4 3 0
52 7 7 6 0
38 22 6 8 0
38 97 3 4 0
40 75 4 5 0
76 9 6 9 0
45 27 5 3 0
39 10 2 3 0
20 84 0 5 0
81 11 1 2 0
33 19 3 1 0
41 39 1 5 0
94 8 5 4 0
90 59 8 6 0
55 86 2 1 0
9 15 3 0 0
38 96 7 2 0
48 67 7 5 0
19 79 4 9 0
67 35 5 2 0
83 60 3 3 0
11 7 1 8 0
79 15 5 4 0
7 11 7 9 0
95 93 1 7 0
47 45 4 4 0
90 30 0 8 0
31 76 3 3 0
39 92 8 5 0
20 63 2 9 0
3 22 5 8 0
46 38 4 0 0
65 45 1 9 0
38 44 5 4 0
99 12 7 0 0
55 40 6 1 0
19 5 1 3 0
14 60 9 7 0
70 95 9 7 0
79 23 0 7 0
33 39 6 7 0
91 40 8 4 0
19 58 8 8 0
47 38 5 8 0
37 20 2 5 0
24 29 8 2 0
3 13 2 9 0
94 40 3 6 0
73 43 6 8 0
15 59 9 7 0
37 73 3 5 0
63 68 8 4 0
27 22 9 4 0
90 49 7 6 0
89 3 7 6 0
34 4 0 1 0
26 70 0 1 0
2 34 9 7 0
35 51 5 4 0
72 9 6 4 0
84 63 6 4 0
37 49 6 0 0
59 8 9 8 0
57 24 8 8 0
10 94 7 8 0
96 1 0 4 0
92 53 0 4 0
25 82 1 0 0
28 52 6 9 0
92 45 0 5 0
89 52 3 6 0
5 71 1 1 0
24 30 3 5 0
92 7 4 8 0
16 15 8 5 0
43 47 6 6 0
5 22 2 3 0
93 49 9 9 0
96 4 7 0 0
18 6 7 1 0
4 83 0 2 0
25 30 2 9 0
88 44 6 4 0
24 45 2 7 0
9 81 0 0 0
47 30 9 6 0
10 97 4 3 0
28 58 6 7 0
88 47 4 5 0
5 36 0 8 0
64 21 0 6 0
94 5 8 6 0
55 95 7 8 0
16 43 5 9 0
28 50 7 4 0
52 29 1 4 0
43 49 6 1 0
81 73 9 3 0
2 9 0 0 0
79 34 4 1 0
25 41 2 7 0
49 76 9 9 0
0 39 1 3 0
19 96 6 1 0
45 68 1 0 0
4 3 4 0 0
76 63 2 7 0
11 78 7 0 0
3 8 1 7 0
40 96 7 3 0
49 2 0 3 0
10 0 9 5 0
50 15 9 4 0
28 81 8 5 0
95 94 7 2 0
98 86 7 4 0
92 78 1 4 0
24 93 1 1 0
40 22 0 8 0
28 34 4 0 0
23 2 7 8 0
75 68 8 2 0
53 46 6 2 0
14 33 0 0 0
93 8 5 5 0
97 35 2 8 0
31 94 8 5 0
9 97 4 7 0
49 14 3 9 0
52 59 6 7 0
83 41 7 9 0
26 57 9 9 0
3 17 7 6 0
77 14 4 2 0
40 94 1 8 0
71 76 6 9 0
62 65 1 1 0
86 80 2 8 0
62 51 8 5 0
0 16 7 1 0
3 28 5 5 0
1 93 2 3 0
87 88 3 5 0
49 58 8 5 0
56 80 7 2 0
44 68 7 2 0
26 20 8 1 0
57 94 8 0 0
35 61 2 1 0
80 35 2 1 0
39 22 3 2 0
89 43 5 2 0
21 76 9 1 0
62 40 5 4 0
57 6 6 8 0
68 95 9 1 0
37 39 8 2 0
76 86 7 3 0
47 1 1 0 0
38 53 9 1 0
51 41 3 3 0
89 57 1 1 0
76 11 4 2 0
24 31 1 3 0
35 4 6 4 0
60 23 5 9 0
37 95 7 0 0
95 17 5 6 0
21 32 0 9 0
66 80 8 9 0
84 3 4 7 0
27 58 0 3 0
83 5 3 0 0
83 3 3 7 0
10 52 5 9 0
81 52 0 2 0
83 61 5 8 0
54 83 3 7 0
34 81 9 5 0
41 63 4 0 0
58 49 9 7 0
75 40 8 7 0
4 11 5 8 0
30 24 4 3 0
49 81 4 4 0
24 83 7 5 0
36 16 0 4 0
19 88 5 5 0
29 24 5 9 0
95 27 2 6 0
41 99 9 6 0
67 35 1 6 0
32 78 8 8 0
2 67 4 7 0
86 18 5 1 0
19 93 7 7 0
14 55 0 9 0
51 52 1 4 0
72 4 8 4 0
18 1 2 4 0
0 6 5 3 0
74 27 6 6 0
70 85 6 9 0
92 8 6 0 0
41 89 6 7 0
26 9 5 1 0
87 71 2 6 0
55 2 4 2 0
71 47 2 3 0
88 82 1 2 0
72 91 8 6 0
5 26 5 7 0
12 68 4 0 0
51 36 4 9 0
91 73 2 2 0
30 71 4 1 0
6 12 0 7 0
36 13 4 5 0
96 23 2 5 0
47 27 7 0 0
89 60 7 9 0
57 25 3 1 0
74 18 4 7 0
62 2 5 4 0
84 1 4 6 0
68 47 5 4 0
83 20 7 8 0
89 19 6 1 0
0 10 4 6 0
4 75 7 3 0
46 67 8 2 0
48 57 9 0 0
44 44 2 0 0
62 94 3 2 0
19 43 2 1 0
60 6 6 9 0
88 78 2 4 0
56 14 8 6 0
39 32 6 0 0
64 44 1 4 0
92 80 3 3 0
99 79 4 9 0
95 53 2 7 0
94 45 7 4 0
43 81 9 8 0
51 29 0 9 0
42 39 2 9 0
99 25 9 0 0
27 26 7 3 0
67 82 3 0 0
81 89 5 7 0
34 77 3 8 0
56 30 3 9 0
54 89 1 0 0
57 21 3 7 0
70 91 2 5 0
6 90 4 8 0
17 40 7 2 0
34 31 3 4 0
73 94 4 8 0
10 98 8 6 0
56 22 3 0 0
24 68 9 2 0
88 81 7 0 0
67 11 7 0 0
92 41 4 9 0
38 26 9 6 0
66 16 9 3 0
19 72 4 5 0
59 4 1 3 0
99 90 9 8 0
9 21 5 2 0
78 12 6 2 0
27 17 4 7 0
13 73 0 4 0
86 61 9 5 0
11 2 0 8 0
9 27 1 5 0
75 62 0 8 0
44 51 1 2 0
14 41 6 6 0
78 72 7 6 0
64 36 6 7 0
35 88 3 3 0
56 0 7 6 0
85 52 7 1 0
27 53 9 3 0
61 83 9 9 0
47 32 5 7 0
60 72 9 5 0
16 66 2 4 0
56 44 2 2 0
24 2 5 6 0
43 27 4 1 0
98 5 8 5 0
72 63 5 9 0
89 99 5 1 0
42 31 8 4 0
67 74 3 2 0
93 42 5 1 0
79 54 1 7 0
94 79 3 5 0
45 18 4 0 0
61 75 0 4 0
41 69 8 7 0
78 51 1 0 0
39 6 3 1 0
67 4 9 7 0
76 52 5 5 0
25 22 9 9 0
90 82 5 6 0
17 68 9 3 0
38 65 6 3 0
65 24 5 0 0
2 34 6 7 0
6 61 7 8 0
16 9 4 0 0
12 91 6 0 0
94 50 8 6 0
23 32 3 0 0
90 70 2 5 0
50 23 2 5 0
16 32 5 0 0
40 5 9 7 0
78 21 5 8 0
77 39 8 4 0
33 73 5 2 0
1 91 3 3 0
65 5 2 1 0
58 39 2 6 0
46 46 0 4 0
41 57 2 8 0
44 31 0 7 0
20 22 0 3 0
39 4 8 9 0
17 43 2 7 0
78 32 2 6 0
35 48 9 0 0
93 83 7 2 0
32 70 5 5 0
6 35 3 0 0
11 68 0 3 0
62 56 1 2 0
89 48 5 0 0
26 81 5 8 0
61 36 5 6 0
26 41 5 8 0
27 9 6 3 0
77 74 3 5 0
61 79 5 6 0
77 51 0 2 0
58 6 9 2 0
17 3 3 5 0
66 76 3 2 0
72 22 9 7 0
78 50 3 1 0
17 12 5 7 0
0 72 3 3 0
58 76 5 3 0
19 77 9 7 0
55 99 4 6 0
21 54 8 9 0
31 89 5 9 0
82 81 8 9 0
26 13 3 8 0
48 84 9 5 0
55 78 2 7 0
43 39 5 2 0
56 12 5 9 0
30 34 4 2 0
54 61 5 5 0
45 24 5 9 0
38 57 7 5 0
34 71 3 9 0
36 76 5 2 0
15 35 5 5 0
7 1 0 5 0
97 41 7 1 0
58 66 5 8 0
40 0 0 7 0
41 4 9 6 0
71 79 2 7 0
36 58 2 8 0
71 72 1 1 0
97 10 1 0 0
73 49 2 7 0
56 11 0 4 0
45 31 6 9 0
72 83 1 5 0
63 7 1 8 0
58 64 4 8 0
12 84 3 5 0
20 57 9 3 0
11 70 9 3 0
61 32 2 8 0
88 65 4 9 0
23 53 4 7 0
85 90 8 1 0
22 59 2 5 0
69 67 5 4 0
39 17 9 5 0
80 99 6 3 0
87 28 0 9 0
27 11 2 9 0
92 52 3 9 0
26 21 0 2 0
20 99 0 5 0
46 57 9 1 0
1 35 7 8 0
89 50 9 2 0
51 2 9 9 0
20 18 6 9 0
92 14 8 4 0
99 12 9 8 0
2 15 7 4 0
84 96 1 1 0
38 4 5 5 0
71 21 6 3 0
4 47 2 6 0
95 62 6 7 0
18 24 1 6 0
47 52 4 4 0
20 21 3 0 0
9 25 4 3 0
80 80 7 4 0
28 2 0 8 0
15 51 8 3 0
39 51 7 3 0
34 83 2 6 0
57 59 1 1 0
79 88 3 2 0
17 21 7 8 0
